TIME,P_G30,P_G31,P_G32,P_G33,P_G34,P_G35,P_G36,P_G37,P_G38,P_G39
17.2612,248.0305,577.7049,618.9570,644.6336,519.3629,646.4863,558.2188,545.5695,842.0440,1034.1921
17.2614,247.9720,577.5460,618.9053,644.5805,519.2913,646.2966,558.1424,545.5158,842.0048,1033.4385
17.2616,247.9269,577.3823,618.8056,644.4943,519.2230,646.1405,558.0568,545.4669,841.9641,1032.6689
17.2618,247.8860,577.2279,618.7480,644.4206,519.1492,645.9563,557.9661,545.4130,841.9292,1031.8974
17.2620,247.8372,577.0777,618.7046,644.3647,519.0823,645.7864,557.8806,545.3535,841.8950,1031.1333
17.2622,247.7920,576.9266,618.6123,644.2978,519.0220,645.6383,557.7956,545.2913,841.8635,1030.3759
17.2624,247.7466,576.7882,618.5388,644.2357,518.9627,645.4989,557.7123,545.2282,841.8302,1029.6211
17.2626,247.7004,576.6637,618.5094,644.1804,518.9084,645.3679,557.6295,545.1658,841.7937,1028.8730
17.2628,247.6608,576.5399,618.4407,644.1283,518.8594,645.2489,557.5507,545.1046,841.7506,1028.1340
17.2630,247.6245,576.4216,618.3543,644.0798,518.8149,645.1420,557.4718,545.0477,841.7037,1027.4095
17.2632,247.5911,576.3194,618.3228,644.0317,518.7754,645.0471,557.3945,544.9910,841.6608,1026.7077
17.2634,247.5616,576.2232,618.2847,643.9916,518.7408,644.9646,557.3207,544.9290,841.6229,1026.0367
17.2636,247.5346,576.1303,618.1963,643.9572,518.7119,644.8946,557.2496,544.8682,841.5923,1025.3953
17.2638,247.5111,576.0549,618.1463,643.9224,518.6884,644.8424,557.1827,544.8085,841.5679,1024.7852
17.2640,247.4915,575.9955,618.1403,643.8946,518.6701,644.8027,557.1205,544.7533,841.5435,1024.2102
17.2642,247.4767,575.9387,618.0827,643.8744,518.6576,644.7756,557.0629,544.7066,841.5167,1023.6705
17.2644,247.4665,575.8897,618.0092,643.8545,518.6508,644.7643,557.0075,544.6652,841.4914,1023.1719
17.2646,247.4596,575.8594,618.0010,643.8416,518.6496,644.7672,556.9572,544.6257,841.4722,1022.7215
17.2648,247.4551,575.8388,617.9883,643.8379,518.6547,644.7853,556.9146,544.5857,841.4551,1022.3262
17.2650,247.4544,575.8231,617.9212,643.8358,518.6658,644.8196,556.8773,544.5481,841.4429,1021.9844
17.2652,247.4569,575.8261,617.8918,643.8393,518.6824,644.8699,556.8472,544.5125,841.4354,1021.6939
17.2654,247.4631,575.8490,617.9155,643.8508,518.7048,644.9330,556.8238,544.4801,841.4292,1021.4562
17.2656,247.4751,575.8780,617.8961,643.8654,518.7328,645.0095,556.8051,544.4555,841.4260,1021.2698
17.2658,247.4915,575.9156,617.8544,643.8843,518.7657,645.0996,556.7920,544.4359,841.4245,1021.1360
17.2660,247.5116,575.9711,617.8729,643.9094,518.8036,645.2005,556.7848,544.4215,841.4250,1021.0576
17.2662,247.5356,576.0368,617.8990,643.9382,518.8461,645.3133,556.7833,544.4132,841.4289,1021.0374
17.2664,247.5625,576.1060,617.8746,643.9706,518.8929,645.4380,556.7877,544.4077,841.4367,1021.0778
17.2666,247.5918,576.1887,617.8722,644.0083,518.9438,645.5732,556.7989,544.4061,841.4493,1021.1764
17.2668,247.6238,576.2877,617.9198,644.0506,518.9987,645.7189,556.8165,544.4080,841.4668,1021.3328
17.2670,247.6589,576.3923,617.9410,644.0956,519.0572,645.8742,556.8401,544.4144,841.4890,1021.5463
17.2672,247.6971,576.5029,617.9383,644.1445,519.1188,646.0377,556.8699,544.4261,841.5152,1021.8122
17.2674,247.7379,576.6267,617.9787,644.1971,519.1833,646.2082,556.9051,544.4430,841.5447,1022.1295
17.2676,247.7820,576.7582,618.0337,644.2516,519.2502,646.3847,556.9452,544.4653,841.5770,1022.4979
17.2678,247.8284,576.8913,618.0531,644.3089,519.3190,646.5662,556.9904,544.4927,841.6113,1022.9146
17.2680,247.8766,577.0180,618.0748,644.3686,519.3894,646.7517,557.0404,544.5241,841.6485,1023.3772
17.2682,247.9261,577.1774,618.1494,644.4298,519.4610,646.9404,557.0950,544.5592,841.6890,1023.8845
17.2684,247.9764,577.3376,618.1621,644.4926,519.5333,647.1315,557.1541,544.5975,841.7322,1024.4340
17.2686,248.0274,577.4814,618.1903,644.5566,519.6060,647.3237,557.2173,544.6391,841.7783,1025.0210
17.2688,248.0787,577.6492,618.2827,644.6211,519.6786,647.5159,557.2839,544.6843,841.8264,1025.6406
17.2690,248.1308,577.8162,618.3601,644.6858,519.7506,647.7067,557.3535,544.7330,841.8771,1026.2966
17.2692,248.1837,577.9712,618.3871,644.7503,519.8216,647.8950,557.4257,544.7854,841.7887,1026.9773
17.2694,248.2365,578.1372,618.4457,644.8145,519.8912,648.0798,557.5001,544.7833,841.9477,1027.6828
17.2696,248.2878,578.3050,618.5490,644.8776,519.9589,648.2601,557.5765,544.8729,842.0159,1028.4099
17.2698,248.3421,578.4638,618.6092,644.9394,520.0245,648.4350,557.6543,544.9393,842.0782,1029.1527
17.2700,248.3902,578.6192,618.6451,644.9997,520.0874,648.6036,557.7331,545.0040,842.1408,1029.9096
17.2702,248.4448,578.7792,618.7308,645.0580,520.1473,648.7645,557.8124,545.0684,842.2037,1030.6724
17.2704,248.4939,578.9384,618.8258,645.1121,520.2031,648.9165,557.8914,545.1384,842.2619,1031.4379
17.2706,248.5431,579.0884,618.8818,645.1688,520.2569,649.0603,557.9692,545.2082,842.3296,1032.2103
17.2708,248.5875,579.2189,618.9377,645.2201,520.3068,649.1945,558.0485,545.2765,842.3956,1032.9685
17.2710,248.6290,579.3674,619.0356,645.2663,520.3514,649.3197,558.1268,545.3441,842.4577,1033.7279
17.2712,248.6684,579.5023,619.0642,645.3118,520.3919,649.4324,558.2034,545.4106,842.5221,1034.4697
17.2714,248.7043,579.6096,619.1070,645.3526,520.4282,649.5329,558.2763,545.4748,842.5845,1035.1918
17.2716,248.7392,579.7281,619.2074,645.3882,520.4590,649.6197,558.3466,545.5405,842.6403,1035.8797
17.2718,248.7691,579.8337,619.2832,645.4204,520.4843,649.6928,558.4139,545.6048,842.6938,1036.5440
17.2720,248.7974,579.9166,619.3090,645.4470,520.5043,649.7522,558.4770,545.6665,842.6068,1037.1733
17.2722,248.8197,579.9996,619.3632,645.4685,520.5185,649.7976,558.5363,545.6679,842.7623,1037.7708
17.2724,248.8380,580.0711,619.4488,645.4854,520.5269,649.8284,558.5912,545.7553,842.8230,1038.3328
17.2726,248.8558,580.1230,619.4848,645.4971,520.5295,649.8442,558.6413,545.8148,842.8744,1038.8568
17.2728,248.8646,580.1628,619.4997,645.5026,520.5261,649.8453,558.6863,545.8680,842.9211,1039.3375
17.2730,248.8769,580.1973,619.5559,645.5035,520.5167,649.8311,558.7257,545.9159,842.9647,1039.7711
17.2732,248.8820,580.2217,619.6084,645.4972,520.5009,649.8016,558.7596,545.9639,842.9993,1040.1544
17.2734,248.8838,580.2308,619.6243,645.4906,520.4808,649.7587,558.7868,546.0079,843.0402,1040.4949
17.2736,248.8793,580.2142,619.6419,645.4763,520.4552,649.7017,558.8107,546.0453,843.0763,1040.7721
17.2738,248.8705,580.2088,619.6886,645.4552,520.4231,649.6327,558.8287,546.0772,843.1045,1041.0071
17.2740,248.8579,580.1852,619.6597,645.4319,520.3862,649.5492,558.8410,546.1033,843.1317,1041.1800
17.2742,248.8411,580.1305,619.6520,645.4027,520.3447,649.4525,558.8456,546.1244,843.1544,1041.2955
17.2744,248.8226,580.0848,619.6972,645.3679,520.2978,649.3423,558.8441,546.1433,843.1702,1041.3434
17.2746,248.7986,580.0230,619.7063,645.3292,520.2462,649.2198,558.8364,546.1576,843.1799,1041.3382
17.2748,248.7726,579.9376,619.6678,645.2853,520.1901,649.0859,558.8219,546.1662,843.1738,1041.2707
17.2750,248.7401,579.8536,619.6625,645.2369,520.1298,648.9415,558.8014,546.1634,843.1650,1041.1477
17.2752,248.7073,579.7581,619.6808,645.1849,520.0656,648.7872,558.7747,546.1511,843.1681,1040.9728
17.2754,248.6716,579.6440,619.6445,645.1291,519.9980,648.6238,558.7421,546.1448,843.1690,1040.7441
17.2756,248.6310,579.5234,619.5934,645.0690,519.9271,648.4525,558.7037,546.1336,843.1663,1040.4615
17.2758,248.5907,579.4021,619.5880,645.0062,519.8534,648.2736,558.6596,546.1199,843.1600,1040.1246
17.2760,248.5488,579.2749,619.5722,644.9414,519.7769,648.0875,558.6101,546.1032,843.1491,1039.7402
17.2762,248.5027,579.1376,619.5186,644.8758,519.7001,647.8994,558.5550,546.0840,843.1390,1039.3103
17.2764,248.4557,578.9955,619.4801,644.8060,519.6215,647.7061,558.4974,546.0570,843.1240,1038.8292
17.2766,248.4053,578.8479,619.4538,644.7348,519.5411,647.5117,558.4357,546.0261,843.1015,1038.3119
17.2768,248.3544,578.6919,619.3978,644.6648,519.4609,647.3155,558.3692,545.9890,843.0841,1037.7537
17.2770,248.3017,578.5328,619.3363,644.5921,519.3808,647.1171,558.2985,545.9493,843.0581,1037.1551
17.2772,248.2510,578.3747,619.2947,644.5188,519.3005,646.9194,558.2246,545.9082,843.0308,1036.5175
17.2774,248.1981,578.2138,619.2418,644.4461,519.2211,646.7230,558.1481,545.8621,842.9986,1035.8486
17.2776,248.1459,578.0500,619.1739,644.3731,519.1427,646.5291,558.0684,545.8137,842.9666,1035.1531
17.2778,248.0923,577.8889,619.1191,644.3005,519.0656,646.3388,557.9868,545.7623,842.9308,1034.4352
17.2780,248.0403,577.7273,619.0643,644.2291,518.9905,646.1529,557.9033,545.7081,842.8955,1033.7008
17.2782,247.9890,577.5643,618.9902,644.1589,518.9177,645.9724,557.8185,545.6523,842.8583,1032.9530
17.2784,247.9381,577.4063,618.9237,644.0902,518.8474,645.7985,557.7328,545.5941,842.8202,1032.1938
17.2786,247.8887,577.2535,618.8701,644.0239,518.7803,645.6323,557.6470,545.5344,842.7823,1031.4290
17.2788,247.8409,577.1028,618.7994,643.9601,518.7166,645.4746,557.5614,545.4735,842.7439,1030.6623
17.2790,247.7945,576.9574,618.7245,643.8986,518.6566,645.3263,557.4764,545.4121,842.7051,1029.8973
17.2792,247.7509,576.8213,618.6715,643.8407,518.6006,645.1882,557.3924,545.3503,842.6665,1029.1385
17.2794,247.7099,576.6912,618.6138,643.7860,518.5491,645.0609,557.3099,545.2886,842.6272,1028.3914
17.2796,247.6716,576.5662,618.5376,643.7349,518.5022,644.9453,557.2294,545.2274,842.5888,1027.6594
17.2798,247.6362,576.4521,618.4782,643.6880,518.4601,644.8420,557.1514,545.1670,842.5520,1026.9472
17.2800,247.6036,576.3492,618.4352,643.6453,518.4232,644.7515,557.0763,545.1073,842.5167,1026.2600
17.2802,247.5741,576.2531,618.3731,643.6068,518.3915,644.6745,557.0046,545.0495,842.4822,1025.6006
17.2804,247.5481,576.1665,618.3081,643.5731,518.3653,644.6112,556.9365,544.9933,842.4500,1024.9715
17.2806,247.5256,576.0940,618.2701,643.5442,518.3446,644.5620,556.8725,544.9398,842.4196,1024.3770
17.2808,247.5069,576.0318,618.2315,643.5202,518.3297,644.5271,556.8128,544.8884,842.3915,1023.8212
17.2810,247.4920,575.9781,618.1740,643.5012,518.3204,644.5068,556.7579,544.8397,842.3657,1023.3064
17.2812,247.4808,575.9383,618.1328,643.4875,518.3169,644.5012,556.7080,544.7936,842.3433,1022.8349
17.2814,247.4734,575.9128,618.1129,643.4789,518.3191,644.5102,556.6636,544.7507,842.3242,1022.4105
17.2816,247.4701,575.8970,618.0790,643.4754,518.3271,644.5339,556.6246,544.7113,842.3081,1022.0355
17.2818,247.4709,575.8925,618.0398,643.4770,518.3406,644.5718,556.5914,544.6761,842.2947,1021.7112
17.2820,247.4757,575.9029,618.0260,643.4839,518.3597,644.6238,556.5639,544.6451,842.2844,1021.4397
17.2822,247.4846,575.9254,618.0181,643.4957,518.3841,644.6896,556.5423,544.6184,842.2772,1021.2233
17.2824,247.4973,575.9575,617.9949,643.5124,518.4137,644.7687,556.5268,544.5961,842.2732,1021.0631
17.2826,247.5136,576.0025,617.9827,643.5341,518.4484,644.8609,556.5176,544.5779,842.2732,1020.9595
17.2828,247.5334,576.0614,617.9916,643.5604,518.4879,644.9655,556.5146,544.5638,842.2770,1020.9135
17.2830,247.5568,576.1304,617.9943,643.5912,518.5319,645.0820,556.5179,544.5544,842.2846,1020.9251
17.2832,247.5838,576.2093,617.9918,643.6263,518.5802,645.2096,556.5274,544.5498,842.2960,1020.9936
17.2834,247.6142,576.3007,618.0081,643.6655,518.6324,645.3476,556.5429,544.5500,842.3111,1021.1188
17.2836,247.6478,576.4024,618.0329,643.7084,518.6884,645.4950,556.5643,544.5552,842.3295,1021.3004
17.2838,247.6846,576.5119,618.0489,643.7549,518.7476,645.6512,556.5916,544.5653,842.3514,1021.5373
17.2840,247.7240,576.6306,618.0712,643.8047,518.8097,645.8151,556.6245,544.5801,842.3768,1021.8283
17.2842,247.7658,576.7588,618.1088,643.8574,518.8744,645.9859,556.6629,544.5994,842.4057,1022.1719
17.2844,247.8100,576.8937,618.1450,643.9127,518.9413,646.1626,556.7065,544.6232,842.7983,1022.5663
17.2846,247.8561,577.0324,618.0973,643.9703,519.0100,646.3443,556.7552,544.6513,842.4633,1023.0087
17.2848,247.9040,577.1975,618.2089,644.0298,519.0801,646.5298,556.8085,544.6836,842.4842,1023.4965
17.2850,247.9535,577.3359,618.2786,644.0909,519.1511,646.7180,556.8661,544.7201,842.5291,1024.0270
17.2852,248.0042,577.4916,618.2942,644.1532,519.2226,646.9079,556.9277,544.7604,842.5782,1024.5991
17.2854,248.0558,577.6603,618.3520,644.2165,519.2943,647.0985,556.9927,544.8012,842.6306,1025.2107
17.2856,248.1074,577.8220,618.4472,644.2799,519.3656,647.2886,557.0611,544.8492,842.6861,1025.8575
17.2858,248.1617,577.9613,618.4862,644.3430,519.4358,647.4768,557.1327,544.9015,843.1062,1026.5421
17.2860,248.2165,578.1206,618.5002,644.4077,519.5055,647.6631,557.2062,544.9565,842.7970,1027.2594
17.2862,248.2696,578.3014,618.6012,644.4706,519.5739,647.8458,557.2827,545.0093,842.8444,1027.9973
17.2864,248.3226,578.4849,618.7251,644.5327,519.6399,648.0247,557.3610,545.0596,842.9143,1028.7611
17.2866,248.3764,578.6353,618.7599,644.5948,519.7041,648.1983,557.4409,545.1250,842.9879,1029.5391
17.2868,248.4304,578.7917,618.7774,644.6537,519.7655,648.3649,557.5213,545.1853,843.0591,1030.3312
17.2870,248.4832,578.9558,618.8895,644.7101,519.8236,648.5239,557.6016,545.2589,843.1312,1031.1428
17.2872,248.5376,579.0861,618.9940,644.7693,519.8788,648.6731,557.6817,545.3326,843.5644,1031.9434
17.2874,248.5845,579.2282,618.9154,644.8232,519.9313,648.8162,557.7616,545.4063,843.2685,1032.7317
17.2876,248.6282,579.4013,619.0564,644.8715,519.9791,648.9488,557.8419,545.4741,843.3232,1033.5159
17.2878,248.6703,579.5415,619.2279,644.9187,520.0221,649.0709,557.9208,545.5401,843.3925,1034.2860
17.2880,248.7091,579.6600,619.2498,644.9627,520.0612,649.1814,557.9955,545.6065,843.4720,1035.0353
17.2882,248.7448,579.7782,619.2464,645.0003,520.0947,649.2766,558.0673,545.6700,843.5401,1035.7646
17.2884,248.7803,579.8870,619.3702,645.0346,520.1228,649.3588,558.1352,545.7387,843.6075,1036.4856
17.2886,248.8130,579.9405,619.4532,645.0635,520.1456,649.4271,558.2003,545.8038,844.0312,1037.1697
17.2888,248.8411,580.0511,619.4186,645.0886,520.1630,649.4823,558.2607,545.8679,843.7192,1037.8191
17.2890,248.8618,580.1325,619.5234,645.1079,520.1747,649.5237,558.3180,545.9210,843.7602,1038.4299
17.2892,248.8832,580.2148,619.6451,645.1221,520.1805,649.5509,558.3705,545.9676,843.8201,1039.0042
17.2894,248.9009,580.2597,619.6317,645.1317,520.1806,649.5634,558.4180,546.0248,843.8789,1039.5293
17.2896,248.9147,580.2866,619.6260,645.1346,520.1745,649.5601,558.4598,546.0707,843.9294,1040.0186
17.2898,248.9240,580.3263,619.7152,645.1323,520.1627,649.5420,558.4957,546.1232,843.9764,1040.4517
17.2900,248.9302,580.3212,619.7696,645.1288,520.1453,649.5082,558.5261,546.1710,844.3799,1040.8294
17.2902,248.9259,580.3161,619.6463,645.1176,520.1232,649.4630,558.5511,546.2134,844.0492,1041.1424
17.2904,248.9212,580.3448,619.7555,645.0992,520.0948,649.4033,558.5712,546.2468,844.0654,1041.4038
17.2906,248.9107,580.3289,619.8737,645.0773,520.0607,649.3297,558.5853,546.2756,844.0903,1041.6082
17.2908,248.8967,580.2845,619.8261,645.0506,520.0217,649.2427,558.5911,546.2973,844.1219,1041.7469
17.2910,248.8793,580.2434,619.7778,645.0174,519.9772,649.1397,558.5904,546.3146,844.1415,1041.8320
17.2912,248.8602,580.4309,619.8564,644.9803,519.9279,649.0248,558.5829,546.3322,844.1578,1041.8777
17.2914,248.8373,580.1005,619.8506,644.9371,519.8736,648.8974,558.5700,546.3439,844.0785,1041.8530
17.2916,248.8102,580.0217,619.7633,644.8914,519.8154,648.7601,558.5498,546.2936,844.1312,1041.7671
17.2918,248.7755,579.9449,619.8281,644.8406,519.7534,648.6127,558.5247,546.3270,844.1474,1041.6229
17.2920,248.7443,579.8476,619.8656,644.7857,519.6874,648.4560,558.4931,546.3322,844.1531,1041.4270
17.2922,248.7065,579.7274,619.7526,644.7282,519.6182,648.2906,558.4559,546.3301,844.1543,1041.1708
17.2924,248.6713,579.5994,619.7070,644.6667,519.5461,648.1168,558.4128,546.3117,844.1497,1040.8761
17.2926,248.6280,579.4834,619.7513,644.6014,519.4713,647.9368,558.3643,546.3009,844.1396,1040.5173
17.2928,248.5863,579.2457,619.7008,644.5396,519.3958,647.7512,558.3110,546.2819,844.1350,1040.1118
17.2930,248.5352,579.1785,619.5777,644.4722,519.3188,647.5629,558.2547,546.2571,844.1254,1039.6452
17.2932,248.4868,579.0534,619.6136,644.4013,519.2398,647.3722,558.1941,546.2265,844.1092,1039.1439
17.2934,248.4353,578.9247,619.6328,644.3318,519.1602,647.1774,558.1292,546.1924,844.0857,1038.5972
17.2936,248.3839,578.7550,619.5048,644.2599,519.0806,646.9812,558.0586,546.1527,844.0648,1038.0054
17.2938,248.3338,578.5922,619.4189,644.1871,519.0005,646.7826,557.9845,546.1134,844.0356,1037.3904
17.2940,248.2821,578.4447,619.4364,644.1154,518.9212,646.5852,557.9076,546.0698,844.0035,1036.7575
17.2942,248.2304,578.2791,619.3758,644.0423,518.8427,646.3900,557.8285,546.0228,843.9692,1036.0786
17.2944,248.1754,578.1122,619.2519,643.9700,518.7654,646.1987,557.7475,545.9722,843.9339,1035.3677
17.2946,248.1215,577.9572,619.2213,643.8989,518.6899,646.0111,557.6646,545.9179,843.8969,1034.6438
17.2948,248.0716,577.7985,619.1985,643.8286,518.6164,645.8277,557.5796,545.8639,843.8585,1033.8975
17.2950,248.0206,577.6322,619.0859,643.7592,518.5452,645.6501,557.4935,545.8077,843.8182,1033.1342
17.2952,247.9690,577.4739,619.0044,643.6922,518.4767,645.4786,557.4068,545.7477,843.7789,1032.3615
17.2954,247.9191,577.3261,618.9800,643.6280,518.4117,645.3156,557.3204,545.6852,843.7398,1031.5877
17.2956,247.8689,577.1763,618.9009,643.5655,518.3502,645.1617,557.2349,545.6210,843.6999,1030.8174
17.2958,247.8221,577.0321,618.8047,643.5063,518.2924,645.0173,557.1505,545.5581,843.6605,1030.0491
17.2960,247.7784,576.9029,618.7693,643.4507,518.2390,644.8835,557.0672,545.4957,843.6200,1029.2895
17.2962,247.7378,576.7757,618.7174,643.3978,518.1900,644.7604,556.9856,545.4350,843.5773,1028.5460
17.2964,247.7015,576.6502,618.6198,643.3492,518.1455,644.6488,556.9061,545.3752,843.5357,1027.8198
17.2966,247.6675,576.5412,618.5681,643.3050,518.1062,644.5497,556.8294,545.3151,843.4962,1027.1160
17.2968,247.6353,576.4433,618.5403,643.2648,518.0721,644.4639,556.7563,545.2550,843.4588,1026.4399
17.2970,247.6064,576.3472,618.4581,643.2292,518.0432,644.3918,556.6872,545.1965,843.4238,1025.7926
17.2972,247.5808,576.2643,618.3888,643.1986,518.0199,644.3336,556.6219,545.1408,843.3915,1025.1759
17.2974,247.5587,576.1996,618.3776,643.1725,518.0022,644.2895,556.5608,545.0879,843.3602,1024.5955
17.2976,247.5410,576.1392,618.3313,643.1513,517.9900,644.2594,556.5040,545.0384,843.3289,1024.0555
17.2978,247.5274,576.0849,618.2496,643.1353,517.9836,644.2437,556.4522,544.9919,843.3004,1023.5574
17.2980,247.5171,576.0514,618.2300,643.1245,517.9829,644.2426,556.4056,544.9476,843.2764,1023.1053
17.2982,247.5107,576.0314,618.2288,643.1187,517.9878,644.2564,556.3648,544.9056,843.2564,1022.7039
17.2984,247.5084,576.0147,618.1666,643.1181,517.9984,644.2847,556.3299,544.8670,843.2388,1022.3529
17.2986,247.5101,576.0133,618.1236,643.1227,518.0145,644.3273,556.3009,544.8328,843.2254,1022.0515
17.2988,247.5158,576.0322,618.1456,643.1322,518.0361,644.3837,556.2776,544.8038,843.2151,1021.8038
17.2990,247.5262,576.0567,618.1329,643.1464,518.0628,644.4534,556.2601,544.7797,843.2066,1021.6130
17.2992,247.5404,576.0873,618.0804,643.1656,518.0946,644.5361,556.2487,544.7603,843.2007,1021.4785
17.2994,247.5581,576.1376,618.0890,643.1897,518.1313,644.6316,556.2434,544.7446,843.1994,1021.4011
17.2996,247.5790,576.2019,618.1240,643.2181,518.1726,644.7395,556.2446,544.7331,843.2026,1021.3842
17.2998,247.6037,576.2694,618.1019,643.2510,518.2183,644.8591,556.2523,544.7260,843.2100,1021.4264
17.3000,247.6316,576.3493,618.0889,643.2881,518.2681,644.9896,556.2662,544.7233,843.2214,1021.5249
17.3002,247.6629,576.4472,618.1394,643.3291,518.3218,645.1302,556.2860,544.7257,843.2368,1021.6797
17.3004,247.6979,576.5509,618.1688,643.3735,518.3788,645.2798,556.3117,544.7338,843.2553,1021.8911
17.3006,247.7361,576.6582,618.1579,643.4213,518.4389,645.4376,556.3429,544.7470,843.2769,1022.1567
17.3008,247.7767,576.7797,618.1923,643.4722,518.5018,645.6028,556.3795,544.7647,843.3019,1022.4753
17.3010,247.8197,576.9119,618.2570,643.5258,518.5670,645.7744,556.4214,544.7867,843.3305,1022.8467
17.3012,247.8649,577.0454,618.2792,643.5817,518.6341,645.9517,556.4685,544.8131,843.3627,1023.2687
17.3014,247.9119,577.1719,618.2933,643.6398,518.7028,646.1336,556.5205,544.8436,843.3986,1023.7376
17.3016,247.9605,577.3335,618.3733,643.6997,518.7727,646.3190,556.5769,544.8780,843.4378,1024.2515
17.3018,248.0108,577.4955,618.3961,643.7607,518.8433,646.5068,556.6374,544.9166,843.4796,1024.8080
17.3020,248.0587,577.6380,618.4170,643.8225,518.9141,646.6957,556.7016,544.9579,843.5239,1025.4025
17.3022,248.1162,577.8074,618.5038,643.8851,518.9848,646.8848,556.7689,545.0043,843.5709,1026.0302
17.3024,248.1700,577.9812,618.5964,643.9472,519.0543,647.0721,556.8391,545.0552,843.6185,1026.6956
17.3026,248.2256,578.1416,618.6345,644.0114,519.1241,647.2589,556.9110,545.1111,843.5276,1027.3850
17.3028,248.2788,578.2971,618.6806,644.0731,519.1923,647.4420,556.9869,545.1094,843.6861,1028.0953
17.3030,248.3301,578.4780,618.7971,644.1342,519.2582,647.6228,557.0644,545.2001,843.7523,1028.8417
17.3032,248.3852,578.6503,618.8318,644.1950,519.3222,647.7979,557.1432,545.2663,843.8145,1029.5984
17.3034,248.4376,578.8002,618.8636,644.2537,519.3840,647.9666,557.2220,545.3330,843.8793,1030.3696
17.3036,248.4908,578.9694,618.9794,644.3105,519.4426,648.1282,557.3014,545.3981,843.9441,1031.1413
17.3038,248.5414,579.1345,619.0849,644.3637,519.4979,648.2818,557.3807,545.4695,844.0021,1031.9220
17.3040,248.5922,579.2785,619.1184,644.4170,519.5498,648.4264,557.4590,545.5383,844.0706,1032.7042
17.3042,248.6396,579.4138,619.1740,644.4673,519.5983,648.5625,557.5372,545.6095,844.1370,1033.4804
17.3044,248.6851,579.5706,619.3050,644.5127,519.6422,648.6887,557.6141,545.6795,844.2011,1034.2467
17.3046,248.7283,579.7100,619.3379,644.5562,519.6819,648.8035,557.6894,545.7495,844.2650,1034.9982
17.3048,248.7635,579.8198,619.3609,644.5952,519.7171,648.9070,557.7617,545.8147,844.3261,1035.7308
17.3050,248.8039,579.9456,619.4752,644.6295,519.7470,648.9971,557.8309,545.8813,844.3831,1036.4352
17.3052,248.8380,580.0630,619.5793,644.6596,519.7710,649.0730,557.8963,545.9470,844.4377,1037.1167
17.3054,248.8692,580.1521,619.6038,644.6864,519.7910,649.1367,557.9569,546.0129,844.3507,1037.7608
17.3056,248.8939,580.2256,619.6432,644.7061,519.8050,649.1854,558.0150,546.0155,844.5075,1038.3684
17.3058,248.9137,580.3139,619.7557,644.7216,519.8126,649.2213,558.0683,546.1040,844.5670,1038.9546
17.3060,248.9336,580.3812,619.7691,644.7325,519.8149,649.2420,558.1166,546.1628,844.6185,1039.4977
17.3062,248.9481,580.4167,619.7732,644.7372,519.8114,649.2474,558.1590,546.2181,844.6682,1039.9961
17.3064,248.9603,580.4625,619.8628,644.7371,519.8020,649.2381,558.1960,546.2667,844.7146,1040.4406
17.3066,248.9678,580.4938,619.9328,644.7304,519.7867,649.2139,558.2275,546.3162,844.7493,1040.8405
17.3068,248.9726,580.4972,619.9249,644.7211,519.7659,649.1750,558.2525,546.3594,844.7910,1041.1914
17.3070,248.9713,580.4854,619.9398,644.7066,519.7399,649.1229,558.2727,546.3996,844.8264,1041.4866
17.3072,248.9662,580.4874,620.0198,644.6852,519.7083,649.0574,558.2869,546.4336,844.8566,1041.7272
17.3074,248.9566,580.4665,619.9951,644.6608,519.6716,648.9783,558.2955,546.4626,844.8831,1041.9081
17.3076,248.9398,580.4145,619.9678,644.6308,519.6302,648.8866,558.2974,546.4809,844.9039,1042.0319
17.3078,248.9242,580.3754,620.0277,644.5949,519.5835,648.7815,558.2929,546.5024,844.9202,1042.0926
17.3080,248.9041,580.3231,620.0622,644.5574,519.5319,648.6627,558.2817,546.5155,844.9305,1042.1001
17.3082,248.8784,580.2422,620.3086,644.5134,519.4770,648.5344,558.2635,546.5271,844.9242,1042.0421
17.3084,248.8483,580.1662,620.0079,644.4634,519.4173,648.3941,558.2402,546.5238,844.9160,1041.9265
17.3086,248.8150,580.0648,620.0465,644.4116,519.3534,648.2448,558.2110,546.5110,844.9143,1041.7681
17.3088,248.7807,579.9625,619.9766,644.3561,519.2865,648.0860,558.1750,546.5037,844.9170,1041.5518
17.3090,248.7425,579.8418,619.9231,644.2961,519.2164,647.9179,558.1332,546.4958,844.9134,1041.2776
17.3092,248.7023,579.7207,619.9578,644.2341,519.1436,647.7427,558.0860,546.4797,844.9077,1040.9417
17.3094,248.6598,579.5945,619.9320,644.1681,519.0684,647.5609,558.0339,546.4639,844.8936,1040.5673
17.3096,248.6157,579.4477,619.8499,644.1025,518.9916,647.3748,557.9764,546.4424,844.8826,1040.1420
17.3098,248.5686,579.3065,619.8284,644.0346,518.9139,647.1844,557.9154,546.4164,844.8659,1039.6646
17.3100,248.5199,579.1632,619.8254,643.9641,518.8348,646.9918,557.8505,546.3861,844.8455,1039.1447
17.3102,248.4699,579.0040,619.7527,643.8942,518.7555,646.7974,557.7818,546.3506,844.8225,1038.5837
17.3104,248.4173,578.8452,619.6829,643.8225,518.6763,646.6016,557.7094,546.3098,844.7946,1037.9834
17.3106,248.3639,578.6896,619.6668,643.7503,518.5971,646.4060,557.6339,546.2674,844.7648,1037.3478
17.3108,248.3116,578.5262,619.6157,643.6788,518.5187,646.2113,557.5555,546.2205,844.7324,1036.6804
