TIME,P_G30,P_G31,P_G32,P_G33,P_G34,P_G35,P_G36,P_G37,P_G38,P_G39
17.3110,248.2580,578.3580,619.5259,643.6066,518.4414,646.0182,557.4743,546.1716,844.6982,1035.9845
17.3112,248.2039,578.1949,619.4784,643.5352,518.3653,645.8283,557.3911,546.1191,844.6610,1035.2665
17.3114,248.1511,578.0327,619.4378,643.4650,518.2912,645.6424,557.3063,546.0639,844.6219,1034.5329
17.3116,248.0986,577.8658,619.3510,643.3957,518.2193,645.4616,557.2204,546.0066,844.5812,1033.7838
17.3118,248.0468,577.7048,619.2772,643.3282,518.1499,645.2871,557.1339,545.9482,844.5400,1033.0225
17.3120,247.9968,577.5513,619.2364,643.2631,518.0836,645.1198,557.0473,545.8882,844.4991,1032.2546
17.3122,247.9479,577.3972,619.1643,643.2001,518.0206,644.9607,556.9612,545.8271,844.4564,1031.4847
17.3124,247.9008,577.2472,619.0762,643.1400,517.9613,644.8105,556.8758,545.7650,844.4139,1030.7158
17.3126,247.8554,577.1088,619.0267,643.0831,517.9061,644.6702,556.7917,545.7028,844.3715,1029.9526
17.3128,247.8123,576.9759,618.9736,643.0296,517.8551,644.5405,556.7094,545.6402,844.3290,1029.2012
17.3130,247.7719,576.8463,618.8863,642.9797,517.8087,644.4222,556.6294,545.5781,844.2874,1028.4647
17.3132,247.7343,576.7291,618.8234,642.9340,517.7672,644.3160,556.5520,545.5164,844.2474,1027.7471
17.3134,247.6995,576.6242,618.7866,642.8924,517.7308,644.2223,556.4779,545.4558,844.2087,1027.0546
17.3136,247.6683,576.5236,618.7177,642.8551,517.6995,644.1418,556.4072,545.3968,844.1715,1026.3902
17.3138,247.6406,576.4328,618.6432,642.8224,517.6735,644.0747,556.3404,545.3400,844.1358,1025.7566
17.3140,247.6165,576.3581,618.6097,642.7944,517.6531,644.0213,556.2776,545.2857,844.1022,1025.1577
17.3142,247.5962,576.2924,618.5698,642.7713,517.6382,643.9820,556.2194,545.2339,844.0704,1024.5981
17.3144,247.5796,576.2339,618.4993,642.7530,517.6289,643.9570,556.1661,545.1849,844.0407,1024.0794
17.3146,247.5665,576.1911,618.4569,642.7400,517.6253,643.9465,556.1179,545.1385,844.0145,1023.6045
17.3148,247.5572,576.1634,618.4418,642.7320,517.6273,643.9506,556.0752,545.0950,843.9914,1023.1771
17.3150,247.5519,576.1435,618.3975,642.7289,517.6350,643.9691,556.0382,545.0551,843.9712,1022.7993
17.3152,247.5507,576.1354,618.3491,642.7310,517.6481,644.0019,556.0069,545.0191,843.9542,1022.4720
17.3154,247.5535,576.1447,618.3415,642.7382,517.6667,644.0487,555.9816,544.9871,843.9408,1022.1978
17.3156,247.5605,576.1652,618.3320,642.7501,517.6905,644.1091,555.9622,544.9595,843.9303,1021.9795
17.3158,247.5717,576.1938,618.2954,642.7669,517.7195,644.1829,555.9490,544.9365,843.9231,1021.8174
17.3160,247.5865,576.2377,618.2827,642.7885,517.7533,644.2696,555.9419,544.9178,843.9198,1021.7122
17.3162,247.6052,576.2961,618.2979,642.8145,517.7919,644.3687,555.9410,544.9037,843.9203,1021.6656
17.3164,247.6276,576.3626,618.2912,642.8449,517.8349,644.4797,555.9464,544.8943,843.9245,1021.6777
17.3166,247.6535,576.4395,618.2791,642.8796,517.8822,644.6020,555.9579,544.8897,843.9325,1021.7473
17.3168,247.6828,576.5311,618.3015,642.9182,517.9333,644.7347,555.9755,544.8897,843.9445,1021.8746
17.3170,247.7154,576.6326,618.3269,642.9604,517.9880,644.8771,555.9990,544.8947,843.9601,1022.0593
17.3172,247.7513,576.7406,618.3313,643.0061,518.0460,645.0284,556.0283,544.9046,843.9795,1022.2998
17.3174,247.7900,576.8597,618.3527,643.0550,518.1068,645.1876,556.0632,544.9192,844.0026,1022.5945
17.3176,247.8313,576.9895,618.3975,643.1067,518.1702,645.3540,556.1034,544.9385,844.0292,1022.9425
17.3178,247.8753,577.1246,618.4283,643.1609,518.2356,645.5264,556.1488,544.9625,844.4212,1023.3419
17.3180,247.9213,577.2636,618.3732,643.2172,518.3029,645.7039,556.1989,544.9909,844.0824,1023.7896
17.3182,247.9683,577.4308,618.4898,643.2755,518.3714,645.8856,556.2536,545.0169,844.1013,1024.2836
17.3184,248.0191,577.5711,618.5625,643.3351,518.4409,646.0703,556.3125,545.0432,844.1443,1024.8216
17.3186,248.0715,577.7278,618.5712,643.3958,518.5109,646.2569,556.3753,545.0846,844.1914,1025.4000
17.3188,248.1249,577.8987,618.6282,643.4570,518.5808,646.4445,556.4414,545.1293,844.2414,1026.0152
17.3190,248.1781,578.0635,618.7300,643.5186,518.6504,646.6315,556.5105,545.1783,844.2942,1026.6613
17.3192,248.2329,578.2055,618.7678,643.5805,518.7189,646.8168,556.5821,545.2347,844.7115,1027.3464
17.3194,248.2888,578.3672,618.7785,643.6427,518.7870,647.0008,556.6553,545.2926,844.4023,1028.0590
17.3196,248.3434,578.5522,618.8843,643.7032,518.8536,647.1814,556.7316,545.3479,844.4483,1028.7880
17.3198,248.3986,578.7396,619.0126,643.7633,518.9178,647.3588,556.8099,545.4008,844.5177,1029.5373
17.3200,248.4539,578.8932,619.0454,643.8230,518.9803,647.5315,556.8892,545.4684,844.5915,1030.2965
17.3202,248.5090,579.0535,619.0644,643.8796,519.0400,647.6971,556.9689,545.5322,844.6643,1031.0724
17.3204,248.5638,579.2217,619.1821,643.9335,519.0964,647.8555,557.0483,545.6098,844.7361,1031.8704
17.3206,248.6194,579.3814,619.2877,643.9902,519.1498,648.0043,557.1271,545.6865,845.1693,1032.6583
17.3208,248.6686,579.5313,619.2340,644.0417,519.2007,648.1473,557.2054,545.7619,844.8705,1033.4344
17.3210,248.7143,579.6946,619.3656,644.0875,519.2469,648.2802,557.2840,545.8265,844.9242,1034.2082
17.3212,248.7611,579.8216,619.4961,644.1323,519.2884,648.4031,557.3611,545.8870,844.9934,1034.9692
17.3214,248.8041,579.9500,619.5273,644.1740,519.3259,648.5144,557.4340,545.9580,845.0717,1035.7157
17.3216,248.8428,580.0749,619.5691,644.2089,519.3581,648.6111,557.5036,546.0278,845.1385,1036.4329
17.3218,248.8797,580.1857,619.6787,644.2403,519.3848,648.6947,557.5693,546.0980,845.2026,1037.1218
17.3220,248.9120,580.2438,619.7365,644.2672,519.4061,648.7643,557.6312,546.1672,845.6240,1037.7919
17.3222,248.9417,580.3599,619.7351,644.2896,519.4223,648.8213,557.6882,546.4653,845.3143,1038.4318
17.3224,248.9669,580.4479,619.8613,644.3061,519.4328,648.8644,557.7422,546.2934,845.3552,1039.0297
17.3226,248.9881,580.5321,619.9589,644.3183,519.4373,648.8941,557.7918,546.3412,845.4153,1039.5908
17.3228,249.0078,580.5799,619.9456,644.3259,519.4364,648.9096,557.8362,546.4011,845.4746,1040.1039
17.3230,249.0243,580.6149,619.9710,644.3272,519.4297,648.9096,557.8750,546.4501,845.5268,1040.5902
17.3232,249.0355,580.6577,620.0647,644.3226,519.4173,648.8954,557.9080,546.5091,845.5710,1041.0251
17.3234,249.0448,580.6788,620.1036,644.3185,519.3995,648.8654,557.9352,546.5595,845.9787,1041.4055
17.3236,249.0439,580.6803,620.0147,644.3065,519.3772,648.8240,557.9572,546.8360,845.6453,1041.7217
17.3238,249.0418,580.6967,620.1267,644.2866,519.3487,648.7685,557.9742,546.6357,845.6605,1041.9922
17.3240,249.0348,580.6637,620.1956,644.2641,519.3146,648.6992,557.9853,546.6555,845.6858,1042.2046
17.3242,249.0234,580.6257,620.1519,644.2371,519.2758,648.6163,557.9882,546.6816,845.7163,1042.3627
17.3244,249.0075,580.5881,620.1556,644.2027,519.2316,648.5181,557.9845,546.7023,845.7336,1042.4567
17.3246,248.9872,580.7747,620.2224,644.1644,519.1825,648.4074,557.9739,546.7207,845.7434,1042.4912
17.3248,248.9633,580.4449,620.1891,644.1220,519.1286,648.2839,557.9571,546.7337,845.6625,1042.4735
17.3250,248.9365,580.3679,620.1331,644.0754,519.0707,648.1503,557.9334,546.6851,845.7179,1042.3967
17.3252,248.9039,580.2928,620.2184,644.0234,519.0090,648.0065,557.9048,546.7210,845.7335,1042.2592
17.3254,248.8715,580.1942,620.2335,643.9686,518.9433,647.8532,557.8705,546.7266,845.7384,1042.0637
17.3256,248.8343,580.0739,620.1225,643.9114,518.8748,647.6918,557.8303,546.7243,845.7398,1041.8120
17.3258,248.8000,579.9489,620.1021,643.8502,518.8034,647.5219,557.7846,546.7085,845.7353,1041.5269
17.3260,248.7576,579.8313,620.1454,643.7849,518.7294,647.3455,557.7337,546.7017,845.7230,1041.1782
17.3262,248.7176,579.6965,620.0865,643.7237,518.6546,647.1633,557.6777,546.6852,845.7164,1040.7799
17.3264,248.6685,579.5506,620.0045,643.6571,518.5786,646.9781,557.6189,546.6615,845.7039,1040.3209
17.3266,248.6214,579.4096,620.0082,643.5870,518.5006,646.7901,557.5561,546.6326,845.6847,1039.8286
17.3268,248.5711,579.2572,619.9865,643.5181,518.4220,646.5983,557.4894,546.6005,845.6595,1039.2883
17.3270,248.5187,579.0914,619.8888,643.4478,518.3436,646.4047,557.4171,546.5620,845.6370,1038.7114
17.3272,248.4661,578.9305,619.8334,643.3761,518.2647,646.2086,557.3416,546.5214,845.6046,1038.0921
17.3274,248.4120,578.7718,619.8184,643.3046,518.1863,646.0132,557.2632,546.4763,845.5684,1037.4427
17.3276,248.3578,578.6056,619.7466,643.2323,518.1087,645.8192,557.1826,546.4271,845.5303,1036.7612
17.3278,248.3029,578.4395,619.6638,643.1608,518.0322,645.6282,557.0997,546.3758,845.4923,1036.0541
17.3280,248.2484,578.2781,619.6285,643.0902,517.9574,645.4404,557.0151,546.3222,845.4520,1035.3290
17.3282,248.1953,578.1137,619.5720,643.0207,517.8845,645.2568,556.9291,546.2662,845.4098,1034.5873
17.3284,248.1435,577.9468,619.4808,642.9526,517.8142,645.0790,556.8423,546.2081,845.3664,1033.8314
17.3286,248.0917,577.7881,619.4219,642.8868,517.7466,644.9074,556.7555,546.1475,845.3233,1033.0676
17.3288,248.0413,577.6335,619.3722,642.8234,517.6823,644.7439,556.6691,546.0857,845.2808,1032.3006
17.3290,247.9920,577.4783,619.2854,642.7626,517.6216,644.5891,556.5837,546.0227,845.2383,1031.5345
17.3292,247.9451,577.3319,619.2120,642.7048,517.5647,644.4434,556.4994,545.9595,845.1948,1030.7708
17.3294,247.9004,577.1954,619.1687,642.6504,517.5120,644.3079,556.4166,545.8960,845.1500,1030.0159
17.3296,247.8585,577.0605,619.0949,642.5993,517.4637,644.1830,556.3358,545.8334,845.1044,1029.2750
17.3298,247.8193,576.9327,619.0090,642.5521,517.4201,644.0695,556.2574,545.7709,845.0601,1028.5507
17.3300,247.7828,576.8201,618.9658,642.5091,517.3814,643.9682,556.1820,545.7083,845.0177,1027.8485
17.3302,247.7490,576.7157,618.9181,642.4702,517.3478,643.8798,556.1103,545.6461,844.9765,1027.1726
17.3304,247.7184,576.6159,618.8336,642.4357,517.3193,643.8046,556.0423,545.5856,844.9372,1026.5246
17.3306,247.6913,576.5312,618.7781,642.4059,517.2963,643.7428,555.9783,545.5277,844.9004,1025.9083
17.3308,247.6680,576.4610,618.7550,642.3808,517.2787,643.6947,555.9186,545.4726,844.8649,1025.3294
17.3310,247.6488,576.3959,618.6946,642.3603,517.2667,643.6605,555.8635,545.4202,844.8302,1024.7911
17.3312,247.6335,576.3410,618.6248,642.3451,517.2602,643.6406,555.8135,545.3707,844.7987,1024.2951
17.3314,247.6216,576.3048,618.6053,642.3349,517.2594,643.6353,555.7689,545.3237,844.7713,1023.8457
17.3316,247.6138,576.2800,618.5844,642.3297,517.2642,643.6445,555.7301,545.2797,844.7477,1023.4467
17.3318,247.6101,576.2619,618.5239,642.3295,517.2745,643.6681,555.6972,545.2394,844.7268,1023.0983
17.3320,247.6104,576.2600,618.4914,642.3344,517.2902,643.7058,555.6701,545.2031,844.7095,1022.8007
17.3322,247.6149,576.2750,618.4978,642.3442,517.3113,643.7572,555.6489,545.1717,844.6951,1022.5569
17.3324,247.6239,576.2972,618.4730,642.3588,517.3376,643.8221,555.6337,545.1449,844.6838,1022.3692
17.3326,247.6366,576.3295,618.4337,642.3781,517.3688,643.8999,555.6246,545.1226,844.6757,1022.2377
17.3328,247.6530,576.3797,618.4410,642.4021,517.4048,643.9905,555.6217,545.1042,844.6718,1022.1636
17.3330,247.6729,576.4420,618.4564,642.4304,517.4453,644.0934,555.6251,545.0903,844.6720,1022.1486
17.3332,247.6966,576.5110,618.4372,642.4629,517.4902,644.2079,555.6348,545.0810,844.6763,1022.1919
17.3334,247.7238,576.5935,618.4357,642.4092,517.4563,644.3333,555.6506,545.0767,844.6846,1022.2925
17.3336,247.7545,576.6907,618.4717,642.5127,517.5700,644.4687,555.6722,545.0773,844.6966,1022.4507
17.3338,247.7887,576.7949,618.4895,642.5682,517.6374,644.6134,555.6996,545.0833,844.7121,1022.6658
17.3340,247.8261,576.9063,618.4913,642.6175,517.7008,644.7649,555.7317,545.0943,844.7313,1022.9359
17.3342,247.8660,577.0305,618.5265,642.6695,517.7634,644.9266,555.7701,545.1100,844.7544,1023.2598
17.3344,247.9089,577.1637,618.5742,642.7248,517.8284,645.0947,555.8147,545.1304,844.7809,1023.6367
17.3346,247.9540,577.3010,618.5982,642.7797,517.8960,645.2681,555.8638,545.1556,844.8110,1024.0635
17.3348,248.0011,577.4327,618.6241,642.8367,517.9639,645.4470,555.9170,545.1851,844.8445,1024.5372
17.3350,248.0501,577.5969,618.6945,642.8975,518.0329,645.6286,555.9748,545.2189,844.8820,1025.0560
17.3352,248.1007,577.7628,618.7076,642.9583,518.1030,645.8130,556.0365,545.2569,844.9222,1025.6177
17.3354,248.1527,577.9131,618.7421,643.0184,518.1730,645.9988,556.1011,545.2989,844.9649,1026.2174
17.3356,248.2056,578.0870,618.8350,643.0806,518.2427,646.1846,556.1688,545.3446,845.0107,1026.8508
17.3358,248.2594,578.2606,618.9111,643.1430,518.3120,646.3700,556.2397,545.3938,845.0586,1027.5215
17.3360,248.3139,578.4236,618.9434,643.2041,518.3802,646.5538,556.5581,545.4467,844.9662,1028.2182
17.3362,248.3684,578.5981,619.0072,643.1987,518.3865,646.7330,556.3858,545.4450,845.1229,1028.9406
17.3364,248.4213,578.7746,619.1119,643.3059,518.4981,646.9134,556.4459,545.5353,845.1881,1029.6852
17.3366,248.4775,578.9443,619.1768,643.3646,518.5659,647.0870,556.5288,545.6025,845.2474,1030.4459
17.3368,248.5312,579.1121,619.2234,643.4297,518.6297,647.2567,556.6064,545.6692,845.3079,1031.2215
17.3370,248.5835,579.2810,619.3157,643.4891,518.6889,647.4163,556.6838,545.7341,845.3685,1032.0041
17.3372,248.6352,579.4461,619.4087,643.5425,518.7447,647.5691,556.7629,545.8037,845.4255,1032.7907
17.3374,248.6862,579.6020,619.4644,643.5935,518.7971,647.7144,556.8412,545.8725,845.4905,1033.5824
17.3376,248.7350,579.7400,619.5254,643.6439,518.8453,647.8521,556.9192,545.9437,845.5529,1034.3657
17.3378,248.7813,579.8985,619.6294,643.6900,518.8892,647.9788,556.9963,546.0141,845.6147,1035.1371
17.3380,248.8250,580.0447,619.6648,643.7311,518.9284,648.0925,557.0693,546.0849,845.6772,1035.8953
17.3382,248.8647,580.1635,619.7161,643.7690,518.9627,648.1955,557.1392,546.1512,845.7372,1036.6344
17.3384,248.9014,580.2932,619.8244,643.8032,518.9922,648.2854,557.2066,546.2176,845.7925,1037.3461
17.3386,248.9356,580.4094,619.9079,643.8326,519.0164,648.3630,557.2705,546.2827,845.8474,1038.0346
17.3388,248.9670,580.5028,619.9414,643.8563,519.0350,648.4277,557.2854,546.3468,845.7588,1038.6872
17.3390,248.9922,580.5958,620.0024,643.8745,519.0513,648.4749,557.3601,546.3210,845.9137,1039.3080
17.3392,249.0168,580.6781,620.0950,643.8728,519.0435,648.5159,557.4175,546.4437,845.9722,1039.8932
17.3394,249.0380,580.7424,620.1418,643.8913,519.0489,648.5387,557.4699,546.5048,846.0213,1040.4404
17.3396,249.0545,580.7954,620.1694,643.8939,519.0481,648.5501,557.5090,546.5629,846.0673,1040.9440
17.3398,249.0659,580.8391,620.2347,643.8927,519.0399,648.5400,557.5445,546.6105,846.1101,1041.3970
17.3400,249.0748,580.8688,620.2902,643.8916,519.0263,648.5197,557.5763,546.6599,846.1466,1041.8076
17.3402,249.0801,580.8829,620.3088,643.8815,519.0065,648.4870,557.6004,546.7055,846.1850,1042.1674
17.3404,249.0810,580.8722,620.3328,643.8676,518.9814,648.4395,557.6210,546.7467,846.2184,1042.4696
17.3406,249.0775,580.8743,620.3867,643.8480,518.9508,648.3778,557.6354,546.7830,846.2475,1042.7146
17.3408,249.0688,580.8591,620.3661,643.8228,518.9146,648.3011,557.6418,546.8144,846.2743,1042.9016
17.3410,249.0554,580.8122,620.3681,643.7938,518.8734,648.2117,557.6421,546.8382,846.2950,1043.0320
17.3412,249.0383,580.7731,620.4208,643.7597,518.8275,648.1093,557.6364,546.8588,846.3103,1043.0993
17.3414,249.0180,580.7166,620.4361,643.7208,518.7767,647.9956,557.6246,546.8738,846.3213,1043.1133
17.3416,248.9942,580.6359,620.4046,643.6768,518.7214,647.8642,557.5029,546.8852,846.3143,1043.0633
17.3418,248.9650,580.5559,620.4057,643.6294,518.6621,647.7292,557.5538,546.8848,846.3043,1042.9575
17.3420,248.9345,580.4646,620.4283,643.5781,518.5990,647.5879,557.5327,546.8744,846.3045,1042.7990
17.3422,248.9013,580.3561,620.3992,643.5214,518.5317,647.4377,557.4994,546.8696,846.3023,1042.5851
17.3424,248.8644,580.2404,620.3595,643.4643,518.4623,647.2720,557.4584,546.8644,846.2968,1042.3163
17.3426,248.8233,580.1192,620.3583,643.4036,518.3908,647.0967,557.4103,546.8494,846.2873,1041.9919
17.3428,248.7818,579.9875,620.3376,643.3385,518.3164,646.9198,557.3590,546.8336,846.2731,1041.6198
17.3430,248.7378,579.8458,620.2825,643.2749,518.2401,646.7366,557.3020,546.8131,846.2584,1041.1999
17.3432,248.6915,579.7010,620.2484,643.2086,518.1632,646.5499,557.2429,546.7882,846.2389,1040.7303
17.3434,248.6432,579.5515,620.2240,643.1377,518.0847,646.3596,557.1782,546.7585,846.2163,1040.2132
17.3436,248.5924,579.3940,620.1685,643.0680,518.0053,646.1653,557.1093,546.7234,846.1920,1039.6554
17.3438,248.5398,579.2333,620.1117,642.9978,517.9264,645.9706,557.0370,546.6830,846.1618,1039.0606
17.3440,248.4868,579.0719,620.0734,642.9255,517.8473,645.7758,556.9615,546.6404,846.1286,1038.4284
17.3442,248.4339,578.9056,620.0181,642.8540,517.7689,645.5824,556.8839,546.5936,846.0931,1037.7650
17.3444,248.3803,578.7364,619.9481,642.7824,517.6915,645.3898,556.8035,546.5447,846.0556,1037.0735
17.3446,248.3261,578.5694,619.8946,642.7111,517.6154,645.2002,556.7209,546.4923,846.0149,1036.3592
17.3448,248.2725,578.4021,619.8382,642.6412,517.5412,645.0145,556.6370,546.4367,845.9729,1035.6288
17.3450,248.2193,578.2333,619.7615,642.5723,517.4692,644.8335,556.5520,546.3793,845.9295,1034.8828
17.3452,248.1666,578.0692,619.6950,642.5051,517.3997,644.6589,556.4666,546.3203,845.8851,1034.1247
17.3454,248.1157,577.9100,619.6403,642.4401,517.3333,644.4912,556.3812,546.2595,845.8406,1033.3600
17.3456,248.0659,577.7520,619.5659,642.3775,517.2702,644.3313,556.2962,546.1974,845.7949,1032.5927
17.3458,248.0177,577.5993,619.4882,642.3175,517.2107,644.1801,556.2120,546.1343,845.7491,1031.8264
17.3460,247.9714,577.4562,619.4331,642.2608,517.1553,644.0386,556.1292,546.0707,845.7039,1031.0662
17.3462,247.9273,577.3186,619.3716,642.2074,517.1042,643.9075,556.0483,546.0067,845.6586,1030.3175
17.3464,247.8858,577.1863,619.2913,642.1575,517.0576,643.7874,555.9696,545.9432,845.6137,1029.5835
17.3466,247.8473,577.0650,619.2294,642.1117,517.0157,643.6792,555.8935,545.8805,845.5703,1028.8686
17.3468,247.8115,576.9545,619.1823,642.0699,516.9790,643.5832,555.8205,545.8188,845.5278,1028.1785
17.3470,247.7791,576.8506,619.1148,642.0323,516.9473,643.5001,555.7509,545.7585,845.4865,1027.5164
17.3472,247.7501,576.7566,619.0459,641.9994,516.9209,643.4302,555.6851,545.7000,845.4472,1026.8853
17.3474,247.7245,576.6770,619.0042,641.9711,516.9000,643.3740,555.6235,545.6435,845.4100,1026.2889
17.3476,247.7025,576.6078,618.9600,641.9475,516.8847,643.3317,555.5664,545.5894,845.3751,1025.7313
17.3478,247.6844,576.5476,618.8977,641.9289,516.8749,643.3036,555.5142,545.5380,845.3425,1025.2148
17.3480,247.6700,576.5016,618.8532,641.9152,516.8708,643.2897,555.4670,545.4895,845.3129,1024.7418
17.3482,247.6595,576.4700,618.8284,641.9066,516.8722,643.2902,555.4251,545.4442,845.2865,1024.3160
17.3484,247.6532,576.4482,618.7885,641.9029,516.8793,643.3050,555.3888,545.4026,845.2628,1023.9401
17.3486,247.6509,576.4385,618.7456,641.9043,516.8918,643.3339,555.3581,545.3648,845.2423,1023.6153
17.3488,247.6525,576.4444,618.7285,641.9106,516.9098,643.3768,555.3333,545.3309,845.2253,1023.3440
17.3490,247.6583,576.4627,618.7153,641.9218,516.9330,643.4334,555.3144,545.3013,845.2117,1023.1285
17.3492,247.6681,576.4914,618.6880,641.9377,516.9613,643.5033,555.3016,545.2761,845.2017,1022.9694
17.3494,247.6819,576.5339,618.6738,641.9584,516.9945,643.5862,555.2949,545.2553,845.1955,1022.8674
17.3496,247.6994,576.5905,618.6793,641.9836,517.0325,643.6815,555.2943,545.2393,845.1931,1022.8236
17.3498,247.7209,576.6573,618.6773,642.0131,517.0749,643.7886,555.2997,545.2280,845.1946,1022.8383
17.3500,247.7460,576.7350,618.6723,642.0468,517.1215,643.9070,555.3112,545.2217,845.1998,1022.9110
17.3502,247.7746,576.8259,618.6870,642.0844,517.1720,644.0359,555.3285,545.2201,845.2090,1023.0415
17.3504,247.8065,576.9274,618.7085,642.1256,517.2261,644.1745,555.3518,545.2236,845.2219,1023.2294
17.3506,247.8418,577.0375,618.7219,642.1703,517.2834,644.3222,555.3806,545.2319,845.2388,1023.4735
17.3508,247.8799,577.1579,618.7440,642.2181,517.3437,644.4780,555.4149,545.2451,845.2594,1023.7724
17.3510,247.9208,577.2883,618.7808,642.2688,517.4064,644.6410,555.4545,545.2631,845.2837,1024.1245
17.3512,247.9643,577.4258,618.8151,642.3219,517.4714,644.8102,555.4991,545.2858,845.3114,1024.5279
17.3514,248.0101,577.5679,618.7672,642.3773,517.5380,644.9848,555.5484,545.3131,845.3427,1024.9801
17.3516,248.0579,577.7370,618.8798,642.4345,517.6061,645.1635,555.6021,545.3449,845.3772,1025.4788
17.3518,248.1075,577.8797,618.9494,642.4931,517.6750,645.3456,555.6599,545.3808,845.4148,1026.0213
17.3520,248.1586,578.0404,618.9653,642.5529,517.7445,645.5298,555.7214,545.4209,845.4553,1026.6045
