TIME,V16_kV,P_fleet_MW
2.8972,235.29,6233.2
2.8974,235.2,6232.3
2.8976,235.25,6230.6
2.8978,235.38,6231.7
2.898,235.5,6233.9
2.8982,235.6,6233.9
2.8984,235.68,6230.8
2.8986,235.73,6226.5
2.8988,235.75,6223.3
2.899,235.76,6222.2
2.8992,235.76,6224.1
2.8994,235.74,6227.7
2.8996,235.67,6230.8
2.8998,235.53,6229.3
2.9,235.32,6224.5
2.9002,235.15,6219.9
2.9004,235.07,6218.8
2.9006,235.06,6220.3
2.9008,235.13,6223
2.901,235.24,6223.1
2.9012,235.37,6220.3
2.9014,235.53,6216.9
2.9016,235.6,6215.7
2.9018,235.64,6215.9
2.902,235.6,6218.5
2.9022,235.49,6222.5
2.9024,235.35,6224.9
2.9026,235.19,6224
2.9028,235.02,6223.6
2.903,234.89,6223
2.9032,234.86,6224.6
2.9034,234.96,6226.6
2.9036,235.12,6228.2
2.9038,235.28,6228.7
2.904,235.42,6228.3
2.9042,235.51,6228.9
2.9044,235.54,6232.5
2.9046,235.53,6236.2
2.9048,235.54,6237.8
2.905,235.55,6239.4
2.9052,235.54,6240.5
2.9054,235.46,6240.8
2.9056,235.3,6241.2
2.9058,235.13,6242.1
2.906,234.99,6243
2.9062,234.97,6242
2.9064,235.05,6240.4
2.9066,235.2,6240.7
2.9068,235.41,6242.5
2.907,235.61,6243
2.9072,235.72,6242.5
2.9074,235.72,6240.9
2.9076,235.64,6240.4
2.9078,235.48,6244.6
2.908,235.33,6249.7
2.9082,235.2,6252.4
2.9084,235.18,6251
2.9086,235.18,6245.4
2.9088,235.17,6240.7
2.909,235.18,6239.1
2.9092,235.18,6240.7
2.9094,235.22,6243.4
2.9096,235.34,6243.8
2.9098,235.49,6240.9
2.91,235.59,6236.1
2.9102,235.61,6234
2.9104,235.52,6236.6
2.9106,235.39,6240.4
2.9108,235.21,6244.4
2.911,235,6248.6
2.9112,234.85,6251.8
2.9114,234.81,6253.3
2.9116,234.89,6253.9
2.9118,235.04,6252.5
2.912,235.22,6248.3
2.9122,235.4,6245.9
2.9124,235.52,6247.7
2.9126,235.56,6250.8
2.9128,235.54,6253.3
2.913,235.54,6255.1
2.9132,235.58,6253.9
2.9134,235.56,6252.8
2.9136,235.5,6252.4
2.9138,235.33,6251.6
2.914,235.16,6249.4
2.9142,235.05,6248.5
2.9144,234.99,6249.5
2.9146,234.98,6251.3
2.9148,235.08,6252
2.915,235.21,6249
2.9152,235.38,6245.4
2.9154,235.52,6242
2.9156,235.59,6241.3
2.9158,235.59,6243.5
2.916,235.54,6247
2.9162,235.45,6250.6
2.9164,235.29,6250.7
2.9166,235.13,6249.1
2.9168,235.11,6246.8
2.917,235.15,6245.8
2.9172,235.23,6244.6
2.9174,235.3,6244.3
2.9176,235.32,6243.4
2.9178,235.34,6244
2.918,235.44,6245.1
2.9182,235.59,6245.9
2.9184,235.73,6246.8
2.9186,235.8,6247.6
2.9188,235.75,6246.3
2.919,235.62,6243.1
2.9192,235.42,6239.6
2.9194,235.18,6239.8
2.9196,234.99,6243.8
2.9198,234.92,6248.3
2.92,234.98,6249.6
2.9202,235.15,6247.1
2.9204,235.35,6242.4
2.9206,235.54,6240.1
2.9208,235.67,6241.6
2.921,235.75,6246.8
2.9212,235.76,6253
2.9214,235.78,6258.4
2.9216,235.75,6259.5
2.9218,235.67,6256.2
2.922,235.56,6253.2
2.9222,235.42,6251.8
2.9224,235.27,6253.6
2.9226,235.15,6257.4
2.9228,235.09,6258.8
2.923,235.14,6258
2.9232,235.3,6254.9
2.9234,235.44,6251.9
2.9236,235.52,6251.9
2.9238,235.58,6255.3
2.924,235.59,6260
2.9242,235.56,6264.1
2.9244,235.49,6266.9
2.9246,235.47,6267.9
2.9248,235.38,6265.8
2.925,235.3,6264.5
2.9252,235.2,6265.5
2.9254,235.1,6268.2
2.9256,235.12,6269.3
2.9258,235.23,6266.7
2.926,235.35,6263.2
2.9262,235.47,6260.9
2.9264,235.54,6260.6
2.9266,235.58,6261.2
2.9268,235.62,6262.1
2.927,235.61,6263.5
2.9272,235.58,6263.6
2.9274,235.55,6262.8
2.9276,235.43,6264.4
2.9278,235.26,6270.4
2.928,235.12,6277.9
2.9282,235.1,6279.7
2.9284,235.21,6272.9
2.9286,235.39,6262.8
2.9288,235.58,6256.8
2.929,235.74,6259
2.9292,235.81,6268.7
2.9294,235.77,6277
2.9296,235.73,6276.3
2.9298,235.75,6269.7
2.93,235.76,6263.7
2.9302,235.7,6263
2.9304,235.57,6266.9
2.9306,235.42,6270
2.9308,235.26,6269.4
2.931,235.14,6266.9
2.9312,235.12,6264.3
2.9314,235.22,6263.8
2.9316,235.41,6265
2.9318,235.62,6267.5
2.932,235.81,6267.7
2.9322,235.9,6265.5
2.9324,235.9,6262.4
2.9326,235.81,6260
2.9328,235.71,6259.7
2.933,235.64,6259.9
2.9332,235.5,6260.9
2.9334,235.39,6260.9
2.9336,235.31,6259.2
2.9338,235.26,6257.5
2.934,235.27,6256.1
2.9342,235.36,6254.9
2.9344,235.55,6253.7
2.9346,235.72,6251.9
2.9348,235.83,6248.5
2.935,235.86,6246.3
2.9352,235.78,6244.9
2.9354,235.66,6246.4
2.9356,235.53,6247.7
2.9358,235.42,6249.4
2.936,235.26,6249.1
2.9362,235.11,6245.4
2.9364,235.04,6241.6
2.9366,235.05,6241.8
2.9368,235.1,6244.7
2.937,235.2,6245.8
2.9372,235.31,6244.1
2.9374,235.43,6239.9
2.9376,235.52,6235.4
2.9378,235.56,6235.8
2.938,235.55,6243.8
2.9382,235.47,6251.2
2.9384,235.36,6255.5
2.9386,235.22,6257.4
2.9388,235.13,6253.8
2.939,235.03,6248.1
2.9392,234.95,6247.6
2.9394,234.98,6252.2
2.9396,235.05,6257.2
2.9398,235.18,6259.5
2.94,235.37,6257.2
2.9402,235.56,6253.8
2.9404,235.68,6254.9
2.9406,235.72,6261.4
2.9408,235.75,6267.4
2.941,235.81,6271.4
2.9412,235.8,6275.2
2.9414,235.66,6276.9
2.9416,235.61,6277.5
2.9418,235.66,6275.4
2.942,235.68,6272.2
2.9422,235.69,6268.1
2.9424,235.64,6263.5
2.9426,235.61,6263.2
2.9428,235.64,6266.4
2.943,235.76,6271.7
2.9432,235.9,6275
2.9434,236.01,6273.3
2.9436,236.02,6269.6
2.9438,235.91,6267.9
2.944,235.73,6268.6
2.9442,235.56,6269.3
2.9444,235.49,6270.5
2.9446,235.47,6273.8
2.9448,235.47,6277.8
2.945,235.52,6280.2
2.9452,235.59,6278.7
2.9454,235.69,6274.3
2.9456,235.82,6270.1
2.9458,235.95,6268.4
2.946,236.05,6269.1
2.9462,236.11,6271.5
2.9464,236.1,6273.3
2.9466,236.04,6273
2.9468,235.94,6271
2.947,235.77,6268.1
2.9472,235.59,6266.8
2.9474,235.46,6266.5
2.9476,235.4,6267
2.9478,235.43,6267.2
2.948,235.57,6264.9
2.9482,235.73,6260.4
2.9484,235.84,6254.9
2.9486,235.89,6252.9
2.9488,235.9,6253.5
2.949,235.9,6256
2.9492,235.92,6257.7
2.9494,235.93,6257.7
2.9496,235.88,6258.6
2.9498,235.75,6257.4
2.95,235.6,6254.3
2.9502,235.45,6252.6
2.9504,235.31,6252.3
2.9506,235.25,6253.8
2.9508,235.27,6256.1
2.951,235.37,6256.1
2.9512,235.52,6252.8
2.9514,235.65,6246.1
2.9516,235.73,6242.9
2.9518,235.77,6243.2
2.952,235.75,6246.6
2.9522,235.7,6251.8
2.9524,235.61,6255.3
2.9526,235.45,6255.5
2.9528,235.33,6253.8
2.953,235.26,6251
2.9532,235.25,6248.2
2.9534,235.3,6248.7
2.9536,235.4,6252.4
2.9538,235.55,6258.3
2.954,235.73,6261.7
2.9542,235.9,6260.2
2.9544,236.02,6256.9
2.9546,236.06,6254.2
2.9548,236.04,6255.6
2.955,235.96,6260.5
2.9552,235.84,6266.5
2.9554,235.76,6269.7
2.9556,235.78,6267.2
2.9558,235.77,6262.5
2.956,235.72,6258.5
2.9562,235.69,6258.9
2.9564,235.63,6263.2
2.9566,235.65,6266.5
2.9568,235.79,6266
2.957,235.97,6265
2.9572,236.12,6264.1
2.9574,236.18,6264
2.9576,236.12,6264.5
2.9578,235.96,6267.5
2.958,235.78,6270.8
2.9582,235.62,6270
2.9584,235.5,6267.8
2.9586,235.41,6267.4
2.9588,235.39,6266.4
2.959,235.41,6262.9
2.9592,235.47,6260.9
2.9594,235.56,6260
2.9596,235.67,6260
2.9598,235.81,6267.7
2.96,235.92,6276.8
2.9602,235.95,6278.7
2.9604,235.9,6273.2
2.9606,235.75,6266.5
2.9608,235.6,6262.6
2.961,235.52,6264.8
2.9612,235.4,6277.3
2.9614,235.24,6291.6
2.9616,235.19,6296.9
2.9618,235.27,6293
2.962,235.46,6287.2
2.9622,235.71,6282.8
2.9624,235.93,6280.4
2.9626,236.07,6282.2
2.9628,236.13,6286.5
2.963,236.11,6289.5
2.9632,236.05,6288.1
2.9634,235.97,6285.5
2.9636,235.86,6282.8
2.9638,235.73,6280.5
2.964,235.6,6278.6
2.9642,235.53,6279.5
2.9644,235.52,6282.5
2.9646,235.56,6284.2
2.9648,235.7,6282
2.965,235.87,6279.5
2.9652,236.03,6275.7
2.9654,236.11,6273.5
2.9656,236.16,6275.1
2.9658,236.17,6278.3
2.966,236.14,6279.3
2.9662,236.09,6279.2
2.9664,235.99,6277.5
2.9666,235.85,6275.5
2.9668,235.76,6273.5
2.967,235.75,6271.2
2.9672,235.77,6269.1
2.9674,235.84,6268.2
2.9676,235.99,6268.8
2.9678,236.14,6270.3
2.968,236.25,6270.7
2.9682,236.34,6267.3
2.9684,236.39,6262.3
2.9686,236.37,6260.6
2.9688,236.32,6264
2.969,236.2,6269.3
2.9692,236.05,6272.7
2.9694,235.87,6270.3
2.9696,235.82,6263.3
2.9698,235.85,6257.5
2.97,235.92,6257.3
2.9702,235.99,6261.5
2.9704,236.08,6267.3
2.9706,236.16,6270.4
2.9708,236.27,6269.1
2.971,236.38,6264.7
2.9712,236.44,6260.7
2.9714,236.43,6261.8
2.9716,236.35,6264.9
2.9718,236.24,6267.8
2.972,236.12,6270.6
2.9722,235.94,6268.5
2.9724,235.81,6262.3
2.9726,235.8,6257.4
2.9728,235.88,6259.4
2.973,235.98,6264.2
2.9732,236.07,6268.2
2.9734,236.09,6267.4
2.9736,236.07,6264.3
2.9738,236.08,6261.9
2.974,236.15,6262.1
2.9742,236.23,6264
2.9744,236.26,6266.6
2.9746,236.14,6268.5
2.9748,235.97,6273.6
2.975,235.87,6279.1
2.9752,235.74,6282.8
2.9754,235.66,6282.1
2.9756,235.7,6276.8
2.9758,235.84,6270.5
2.976,235.97,6269.6
2.9762,236.09,6271.1
2.9764,236.2,6273.2
2.9766,236.24,6277.9
2.9768,236.22,6284.2
2.977,236.21,6285
2.9772,236.21,6282.5
2.9774,236.13,6280
2.9776,235.98,6278.8
2.9778,235.83,6279.4
2.978,235.73,6283.2
2.9782,235.71,6285.1
2.9784,235.79,6283.2
2.9786,235.91,6279.1
2.9788,236.06,6275.1
2.979,236.2,6271.8
2.9792,236.3,6269.4
2.9794,236.38,6269.7
2.9796,236.41,6270.8
2.9798,236.37,6271.5
2.98,236.25,6271.1
2.9802,236.1,6271
2.9804,235.92,6267.9
2.9806,235.74,6264.5
2.9808,235.67,6263.2
2.981,235.71,6263.5
2.9812,235.8,6262.5
2.9814,235.92,6259.5
2.9816,236.04,6256.5
2.9818,236.15,6254.6
2.982,236.22,6252.7
2.9822,236.26,6252.3
2.9824,236.27,6253.6
2.9826,236.23,6254.9
2.9828,236.17,6255.3
2.983,236.04,6253.9
2.9832,235.95,6251
2.9834,235.84,6247.7
2.9836,235.7,6247.6
2.9838,235.6,6249.4
2.984,235.63,6250.8
2.9842,235.78,6250.8
2.9844,235.98,6249
2.9846,236.18,6247.3
2.9848,236.31,6244.5
2.985,236.4,6242.5
2.9852,236.41,6242.3
2.9854,236.34,6244.1
2.9856,236.23,6245
2.9858,236.02,6245
2.986,235.78,6245.5
2.9862,235.67,6244.8
2.9864,235.69,6244.6
2.9866,235.81,6245
2.9868,235.95,6244.8
2.987,236.01,6245.4
2.9872,236.01,6244.6
2.9874,236.02,6242.5
2.9876,236.12,6240.6
2.9878,236.28,6241.3
2.988,236.42,6244.4
2.9882,236.47,6248.5
2.9884,236.37,6251.3
2.9886,236.16,6252.1
2.9888,236.02,6249.8
2.989,235.98,6247.4
2.9892,236,6246.3
2.9894,236.08,6244.2
2.9896,236.12,6243.5
2.9898,236.12,6243.5
2.99,236.17,6245.7
2.9902,236.25,6245
2.9904,236.36,6244.8
2.9906,236.44,6244.6
2.9908,236.42,6242.2
2.991,236.33,6238.2
2.9912,236.2,6235.8
2.9914,235.98,6235.2
2.9916,235.73,6240.2
2.9918,235.68,6249.1
2.992,235.81,6253.2
2.9922,235.97,6250.1
2.9924,236.08,6243.6
2.9926,236.12,6237.5
2.9928,236.15,6236.9
2.993,236.2,6241
2.9932,236.27,6246.7
2.9934,236.38,6249.5
2.9936,236.51,6247.6
2.9938,236.52,6241.9
2.994,236.35,6239.4
2.9942,236.09,6240
2.9944,235.84,6244.7
2.9946,235.73,6250.6
2.9948,235.78,6251.5
2.995,235.86,6247.8
2.9952,235.93,6241.8
2.9954,236.02,6236.2
2.9956,236.05,6234.6
2.9958,236.09,6236
2.996,236.19,6237.5
2.9962,236.29,6238.3
2.9964,236.36,6237.9
2.9966,236.37,6235.1
2.9968,236.27,6231.1
2.997,236.07,6229.1
2.9972,235.86,6230.2
2.9974,235.71,6231.2
2.9976,235.68,6231.9
2.9978,235.81,6234
2.998,236.03,6234.9
2.9982,236.29,6236
2.9984,236.54,6237.2
2.9986,236.7,6235.9
2.9988,236.74,6232.8
2.999,236.71,6230.1
2.9992,236.65,6228.8
2.9994,236.57,6230
2.9996,236.47,6232.3
2.9998,236.37,6232.8
3,236.21,6233.2
3.0002,236.17,6231.9
3.0004,236.01,6225.5
3.0006,235.66,6219.9
3.0008,235.29,6213.4
3.001,234.71,6206.9
3.0012,233.87,6205.3
3.0014,232.96,6200.8
3.0016,232.14,6192.4
3.0018,231.23,6187.5
3.002,230.31,6184.5
3.0022,229.4,6181.2
3.0024,228.49,6186.3
3.0026,227.58,6190.3
3.0028,226.71,6190.1
3.003,225.87,6192.5
3.0032,225.09,6195.7
3.0034,224.36,6200.5
3.0036,223.63,6210.4
3.0038,222.85,6218.1
3.004,222.04,6223
3.0042,221.22,6223.1
3.0044,220.42,6222.5
3.0046,219.65,6222.1
3.0048,218.86,6223.5
3.005,218.01,6224.7
3.0052,217.19,6222.4
3.0054,216.41,6217.4
3.0056,215.66,6210.6
3.0058,214.92,6198.7
3.006,214.24,6186.5
3.0062,213.58,6176.9
3.0064,212.94,6165.9
3.0066,212.28,6147.3
3.0068,211.6,6122.1
3.007,210.93,6093.4
3.0072,210.23,6066.5
3.0074,209.47,6046.1
3.0076,208.71,6029.7
3.0078,207.96,6010.7
3.008,207.36,5982.6
3.0082,206.82,5944.7
3.0084,206.18,5897.6
3.0086,205.44,5848.1
3.0088,204.68,5806.4
3.009,204,5772.2
3.0092,203.4,5736.9
3.0094,202.88,5692.8
3.0096,202.41,5639.9
3.0098,201.88,5587.3
3.01,201.24,5542.9
3.0102,200.49,5499.1
3.0104,199.75,5451.6
3.0106,199.08,5401.7
3.0108,198.46,5354
3.011,197.82,5308.8
3.0112,197.24,5259.6
3.0114,196.69,5206.3
3.0116,196.17,5152.8
3.0118,195.67,5097.7
3.012,195.19,5046.4
3.0122,194.71,5000.2
3.0124,194.23,4952
3.0126,193.76,4902.2
3.0128,193.24,4854.9
3.013,192.63,4812.4
3.0132,191.92,4772.9
3.0134,191.2,4735.2
3.0136,190.53,4696.4
3.0138,189.93,4657.9
3.014,189.43,4620.3
3.0142,189.04,4583.2
3.0144,188.69,4547.4
3.0146,188.3,4513.6
3.0148,187.82,4482.6
3.015,187.28,4453.7
3.0152,186.73,4428
3.0154,186.22,4405.3
3.0156,185.73,4384.7
3.0158,185.3,4365.4
3.016,184.84,4346.5
3.0162,184.42,4328.3
3.0164,183.98,4312.5
3.0166,183.5,4300.7
3.0168,182.98,4291
3.017,182.47,4281.5
3.0172,182.02,4274.6
3.0174,181.68,4268.8
3.0176,181.37,4262.6
3.0178,181.06,4257.2
3.018,180.7,4254.7
3.0182,180.27,4256.1
3.0184,179.78,4261.6
3.0186,179.26,4266.3
3.0188,178.74,4270.3
3.019,178.24,4273.7
3.0192,177.77,4278.4
3.0194,177.34,4282.5
3.0196,176.94,4286.9
3.0198,176.56,4294.4
3.02,176.19,4301.9
3.0202,175.86,4309.3
3.0204,175.59,4314.1
3.0206,175.36,4316
3.0208,175.12,4317.8
3.021,174.78,4322.4
3.0212,174.37,4330.4
3.0214,173.76,4337.9
3.0216,173.12,4344.4
3.0218,172.64,4349.4
3.022,172.36,4349.4
3.0222,172.25,4344.8
3.0224,172.13,4343.3
3.0226,171.89,4343.7
3.0228,171.57,4344
3.023,171.23,4341.5
3.0232,170.93,4335.1
3.0234,170.62,4328.9
3.0236,170.32,4323.3
3.0238,170.04,4312.3
3.024,169.71,4296
3.0242,169.26,4282.1
3.0244,168.77,4273.4
3.0246,168.29,4267
3.0248,167.93,4260.4
3.025,167.66,4242.1
3.0252,167.34,4214.3
3.0254,167,4186.4
3.0256,166.65,4166.4
3.0258,166.3,4152.4
3.026,165.97,4138
3.0262,165.67,4120.3
3.0264,165.39,4099.2
3.0266,165.08,4076
3.0268,164.75,4051.4
3.027,164.38,4028.9
3.0272,163.99,4013.3
3.0274,163.58,4001.7
3.0276,163.22,3989.5
3.0278,162.87,3970.1
3.028,162.51,3941.9
3.0282,162.14,3911.5
3.0284,161.76,3886.9
3.0286,161.44,3865.9
3.0288,161.21,3846.9
3.029,161.01,3826.8
3.0292,160.81,3804.8
3.0294,160.54,3781.3
3.0296,160.19,3759.6
3.0298,159.77,3742.2
3.03,159.35,3728.2
3.0302,158.94,3714.4
3.0304,158.58,3697.6
3.0306,158.27,3677.6
3.0308,157.99,3659
3.031,157.71,3643.9
3.0312,157.43,3632.7
3.0314,157.17,3623.2
3.0316,156.95,3611.7
3.0318,156.73,3598.2
3.032,156.53,3585.8
3.0322,156.34,3577.1
3.0324,156.11,3572.9
3.0326,155.8,3571.4
3.0328,155.44,3569.1
3.033,155.11,3564.5
3.0332,154.83,3559
3.0334,154.54,3554.1
3.0336,154.24,3552.9
3.0338,153.97,3555.3
3.034,153.75,3556.4
3.0342,153.55,3555.9
3.0344,153.4,3555.8
3.0346,153.25,3556.3
3.0348,153.08,3558.9
3.035,152.87,3564.3
3.0352,152.62,3573
3.0354,152.34,3582
3.0356,152.06,3590.7
3.0358,151.75,3597.5
3.036,151.45,3603.8
3.0362,151.16,3609
3.0364,150.91,3613.3
3.0366,150.7,3618.7
3.0368,150.51,3625.4
3.037,150.37,3629.7
3.0372,150.22,3632.8
3.0374,150.09,3635.3
3.0376,149.95,3637.7
3.0378,149.76,3642.1
3.038,149.53,3651.2
3.0382,149.21,3663.3
3.0384,148.85,3674.2
3.0386,148.55,3679.6
3.0388,148.31,3678.4
3.039,148.18,3674.5
3.0392,148.08,3675.6
3.0394,147.94,3679.3
3.0396,147.78,3682.5
3.0398,147.62,3686.6
3.04,147.42,3688.2
3.0402,147.27,3687.2
3.0404,147.11,3683.9
3.0406,146.92,3680.3
3.0408,146.7,3680.5
3.041,146.47,3683.1
3.0412,146.22,3685.1
3.0414,146.05,3681.8
3.0416,145.83,3673.9
3.0418,145.52,3666.3
3.042,145.22,3663.6
3.0422,144.97,3664.4
3.0424,144.8,3661.4
3.0426,144.74,3652.1
3.0428,144.66,3636.2
3.043,144.55,3621.7
3.0432,144.37,3612
3.0434,144.14,3606.5
3.0436,143.86,3601.4
3.0438,143.58,3595.1
3.044,143.3,3588.4
3.0442,143.02,3579.7
3.0444,142.75,3573.9
3.0446,142.46,3569.2
3.0448,142.23,3558.5
3.045,142.05,3541.5
3.0452,141.88,3526.4
3.0454,141.78,3515.5
3.0456,141.71,3509.6
3.0458,141.61,3505.6
3.046,141.47,3500.9
3.0462,141.3,3494.4
3.0464,141.1,3484.3
3.0466,140.85,3474.5
3.0468,140.57,3467.7
3.047,140.3,3462.1
3.0472,140.06,3458.5
3.0474,139.88,3455
3.0476,139.73,3447.3
3.0478,139.62,3437.1
3.048,139.52,3429.8
3.0482,139.4,3425.7
3.0484,139.28,3422.8
3.0486,139.14,3420
3.0488,138.97,3415.8
3.049,138.81,3412.2
3.0492,138.62,3412.8
3.0494,138.39,3416.2
3.0496,138.14,3418.6
3.0498,137.89,3417.5
3.05,137.69,3416.9
3.0502,137.51,3416.4
3.0504,137.36,3417.5
3.0506,137.2,3420.9
3.0508,137.06,3423.5
3.051,136.97,3423.4
3.0512,136.88,3420.4
3.0514,136.77,3419.8
3.0516,136.65,3423.2
3.0518,136.5,3431.2
3.052,136.33,3440
3.0522,136.15,3447.6
3.0524,135.93,3451.6
3.0526,135.73,3452.4
3.0528,135.54,3450.5
3.053,135.37,3451.1
3.0532,135.23,3457.1
3.0534,135.1,3465.9
3.0536,135.01,3473.8
3.0538,134.96,3477.9
3.054,134.89,3478.3
3.0542,134.84,3477.9
3.0544,134.77,3480
3.0546,134.67,3485.7
3.0548,134.54,3493.6
3.055,134.3,3502.2
3.0552,134.05,3510.3
3.0554,133.86,3515.2
3.0556,133.73,3517.3
3.0558,133.64,3519
3.056,133.6,3520.9
3.0562,133.54,3520.6
3.0564,133.46,3519
3.0566,133.35,3518.1
3.0568,133.22,3520.2
3.057,133.08,3526.2
3.0572,132.96,3531.2
3.0574,132.83,3532.2
3.0576,132.69,3531.8
3.0578,132.53,3532.4
3.058,132.35,3534.5
3.0582,132.18,3535
3.0584,131.98,3531.7
3.0586,131.78,3526.3
3.0588,131.61,3521.3
3.059,131.46,3516.9
3.0592,131.37,3512.3
3.0594,131.34,3506.2
3.0596,131.29,3500.7
3.0598,131.2,3497.4
3.06,131.07,3497.6
3.0602,130.91,3497.1
3.0604,130.76,3495.8
3.0606,130.6,3492.7
3.0608,130.44,3488.9
3.061,130.31,3485.9
3.0612,130.16,3479.7
3.0614,129.99,3469.3
3.0616,129.85,3460
3.0618,129.76,3453.3
3.062,129.71,3451
3.0622,129.68,3450.6
3.0624,129.67,3447.7
3.0626,129.65,3440.6
3.0628,129.56,3430.2
3.063,129.42,3420.7
3.0632,129.26,3412.8
3.0634,129.07,3407.8
3.0636,128.88,3405.3
3.0638,128.72,3402.9
3.064,128.61,3398.5
3.0642,128.51,3393.8
3.0644,128.43,3388.4
3.0646,128.37,3382.5
3.0648,128.31,3378.4
3.065,128.24,3374.1
3.0652,128.17,3369.7
3.0654,128.1,3365.1
3.0656,128,3361.7
3.0658,127.89,3361.3
3.066,127.75,3364.9
3.0662,127.57,3368.6
3.0664,127.39,3368.8
3.0666,127.27,3365.3
3.0668,127.17,3361.4
3.067,127.06,3356.8
3.0672,126.95,3353.5
3.0674,126.85,3352.6
3.0676,126.77,3354.6
3.0678,126.74,3355.1
3.068,126.73,3353.8
3.0682,126.69,3351.6
3.0684,126.61,3352.6
3.0686,126.51,3356.6
3.0688,126.35,3360.2
3.069,126.12,3365.1
3.0692,125.97,3368.6
3.0694,125.87,3366.2
3.0696,125.82,3361.3
3.0698,125.77,3358.8
3.07,125.69,3362.2
3.0702,125.6,3368.5
3.0704,125.55,3372
3.0706,125.55,3373
3.0708,125.56,3371.1
3.071,125.55,3368.2
3.0712,125.46,3368.8
3.0714,125.3,3375.6
3.0716,125.12,3384.2
3.0718,124.95,3389.6
3.072,124.81,3388.8
3.0722,124.71,3385.8
3.0724,124.65,3386.4
3.0726,124.57,3390
3.0728,124.51,3391.7
3.073,124.47,3391.7
3.0732,124.41,3390
3.0734,124.37,3385.6
3.0736,124.32,3382.4
3.0738,124.26,3383.2
3.074,124.17,3386
3.0742,124.05,3390.5
3.0744,123.9,3396.7
3.0746,123.76,3400
3.0748,123.67,3396.2
3.075,123.55,3388.1
3.0752,123.37,3381.2
3.0754,123.21,3379
3.0756,123.07,3378.9
3.0758,123,3376.5
3.076,123,3373
3.0762,123.04,3369.1
3.0764,123.06,3364.4
3.0766,123,3360.4
3.0768,122.9,3358
3.077,122.75,3355.4
3.0772,122.62,3354.4
3.0774,122.51,3353.3
3.0776,122.44,3350.8
3.0778,122.29,3347.3
3.078,122.11,3343.6
3.0782,121.95,3340.6
3.0784,121.84,3336.5
3.0786,121.81,3331
3.0788,121.83,3325.2
3.079,121.88,3319.9
3.0792,121.88,3316.5
3.0794,121.82,3314.4
3.0796,121.71,3312.8
3.0798,121.56,3311.9
3.08,121.42,3311.4
3.0802,121.29,3307.7
3.0804,121.18,3301.7
3.0806,121.09,3295.1
3.0808,121.01,3290.1
3.081,120.94,3288.6
3.0812,120.93,3287.2
3.0814,120.91,3283.5
3.0816,120.9,3277.7
3.0818,120.89,3272.4
3.082,120.86,3267.7
3.0822,120.79,3265.4
3.0824,120.7,3266.1
3.0826,120.59,3268.6
3.0828,120.47,3270.5
3.083,120.35,3270.2
3.0832,120.22,3267.8
3.0834,120.06,3262.1
3.0836,119.93,3255.5
3.0838,119.84,3252.9
3.084,119.81,3252.2
3.0842,119.84,3250.9
3.0844,119.88,3247.9
3.0846,119.91,3244.3
3.0848,119.9,3241.8
3.085,119.85,3242.4
3.0852,119.76,3245.9
3.0854,119.67,3250.5
3.0856,119.59,3254.9
3.0858,119.56,3258.9
3.086,119.58,3259.1
3.0862,119.64,3257.5
3.0864,119.77,3256.1
3.0866,119.96,3256.2
3.0868,120.23,3258.2
3.087,120.55,3262.1
3.0872,120.95,3265
3.0874,121.37,3266.5
3.0876,121.76,3269.4
3.0878,122.14,3275
3.088,122.44,3279.7
3.0882,122.7,3282.2
3.0884,122.95,3284.7
3.0886,123.16,3285.8
3.0888,123.32,3284.4
3.089,123.44,3284
3.0892,123.54,3286.6
3.0894,123.59,3290.4
3.0896,123.68,3294.8
3.0898,123.85,3299.4
3.09,124.08,3304
3.0902,124.33,3311.3
3.0904,124.58,3320.5
3.0906,124.81,3330.6
3.0908,125,3342.3
3.091,125.2,3355
3.0912,125.42,3367.3
3.0914,125.65,3379.8
3.0916,125.93,3395.8
3.0918,126.15,3415.1
3.092,126.32,3435.2
3.0922,126.56,3454.6
3.0924,126.9,3471.3
3.0926,127.32,3485.9
3.0928,127.8,3500.9
3.093,128.3,3522
3.0932,128.77,3548.7
3.0934,129.23,3576.9
3.0936,129.66,3602.1
3.0938,130.1,3623.5
3.094,130.55,3641.3
3.0942,130.99,3658
3.0944,131.37,3677.8
3.0946,131.65,3703.8
3.0948,131.91,3731.1
3.095,132.2,3755.2
3.0952,132.54,3775.8
3.0954,132.98,3791.9
3.0956,133.45,3805.2
3.0958,133.93,3821.6
3.096,134.37,3841.9
3.0962,134.78,3864.6
3.0964,135.15,3886.5
3.0966,135.5,3908.2
3.0968,135.84,3928.1
3.097,136.17,3945
3.0972,136.48,3959.8
3.0974,136.71,3975.3
3.0976,136.95,3992
3.0978,137.23,4008.6
3.098,137.59,4024.9
3.0982,137.98,4040.9
3.0984,138.41,4055.7
3.0986,138.83,4069.3
3.0988,139.24,4083.5
3.099,139.63,4099.6
3.0992,139.99,4117.3
3.0994,140.34,4135.1
3.0996,140.69,4150.3
3.0998,141.01,4162.3
3.1,141.31,4171.2
3.1002,141.51,4182
3.1004,141.69,4197.6
3.1006,141.95,4211
3.1008,142.3,4220.6
3.101,142.67,4227.6
3.1012,143.06,4235.5
3.1014,143.44,4245.3
3.1016,143.8,4257.8
3.1018,144.14,4270.5
3.102,144.48,4284.1
3.1022,144.8,4294.9
3.1024,145.12,4302.5
3.1026,145.41,4307.8
3.1028,145.65,4313.7
